crash_id,state,county_fips,crash_date,crash_severity,vehicle_damage,injury_count,fatality_count,driver_behavior,road_condition,weather_condition,precipitation,visibility,temperature,wind_speed,median_income,unemployment_rate,population_density,educational_attainment,fraud_indicator,suspicious_claim_score,crash_weather_risk,socioeconomic_risk,geographic_risk,claim_fraud_flag,fraud_probability,high_risk_claim_flag
100293,TX,7230,2024-10-19,1,21469,2,0,Normal,Dry,Snow,21.18,7.0,64.3,7.3,119181,11.52,5584,54.0,0,45.4,5.14,3.39,2.59,0,0.971,1
100294,NY,8642,2024-10-20,3,8967,4,0,Impaired,Ice,Clear,1.56,1.0,103.6,17.2,46826,7.33,3356,35.6,0,67.1,2.4,1.47,3.41,0,0.466,0
100295,NY,1126,2024-10-21,5,19624,3,0,Normal,Dry,Snow,8.38,0.8,19.2,6.6,48890,8.32,2952,47.5,0,31.8,1.25,5.52,0.64,0,0.305,0
100296,IL,5633,2024-10-22,2,2789,0,0,Impaired,Ice,Fog,1.68,4.2,51.9,28.3,117428,7.43,3768,65.2,0,38.1,5.86,7.53,1.8,0,0.429,0
100297,IL,7289,2024-10-23,4,1739,4,0,Normal,Snow,Clear,24.38,7.1,10.1,21.4,93031,3.29,71,67.3,0,99.1,7.64,2.82,7.66,0,0.305,0
100298,FL,4597,2024-10-24,2,5870,4,0,Impaired,Ice,Clear,20.42,2.3,68.8,25.4,110020,5.76,1550,77.1,0,24.8,9.93,2.19,4.94,0,0.256,0
100299,NY,7169,2024-10-25,5,16670,0,0,Distracted,Snow,Fog,21.31,6.6,60.6,7.9,40495,2.99,9084,67.7,0,50.6,7.58,5.22,8.81,0,0.594,0
100300,TX,8562,2024-10-26,1,625,2,0,Normal,Dry,Fog,23.45,3.0,44.8,8.5,63481,8.23,3691,49.5,0,84.4,7.94,1.55,3.97,0,0.016,0
100301,IL,9259,2024-10-27,1,13004,0,0,Normal,Snow,Snow,2.13,8.9,57.4,1.7,46267,6.47,5262,22.6,0,23.9,6.16,6.67,2.69,0,0.26,0
100302,IL,1233,2024-10-28,5,24357,4,0,Distracted,Ice,Snow,9.64,9.0,98.6,12.9,41743,9.78,241,17.0,0,41.5,9.86,6.05,3.48,0,0.661,0
100303,TX,7372,2024-10-29,1,15898,2,0,Distracted,Wet,Fog,1.78,3.3,21.6,22.4,89800,4.2,8637,13.8,0,61.5,6.4,0.87,7.13,0,0.032,0
100304,IL,5207,2024-10-30,1,22226,2,0,Normal,Snow,Snow,5.27,2.7,2.5,34.3,83773,3.65,7224,56.7,0,48.1,8.6,0.37,5.55,0,0.083,0
100305,FL,8944,2024-10-31,1,24235,0,0,Distracted,Snow,Fog,5.73,4.4,94.8,26.7,92042,6.06,5164,66.5,0,46.0,9.46,6.2,9.04,0,0.293,0
100306,NY,7892,2024-11-01,4,7138,4,0,Speeding,Dry,Clear,11.73,2.8,63.5,17.4,84476,11.27,4712,45.6,0,36.3,9.3,2.94,6.02,0,0.878,1
100307,TX,7739,2024-11-02,4,7070,3,0,Impaired,Ice,Clear,6.71,6.9,98.0,38.1,63552,9.1,4376,13.8,1,58.7,3.81,0.86,4.93,1,0.765,1
100308,NY,3473,2024-11-03,3,3749,4,0,Impaired,Snow,Rain,2.52,8.3,65.7,28.8,100242,6.19,9115,47.5,0,62.4,0.79,7.59,7.86,0,0.022,0
100309,IL,3740,2024-11-04,2,9610,1,0,Impaired,Snow,Clear,4.19,6.9,89.1,37.2,80772,7.17,4385,75.5,0,65.3,1.72,3.14,9.48,0,0.502,0
100310,IL,6402,2024-11-05,5,8095,3,0,Speeding,Snow,Fog,3.68,8.3,47.3,21.1,78730,2.84,8331,51.8,0,7.0,0.59,4.6,3.56,0,0.275,0
100311,TX,2762,2024-11-06,5,14105,2,0,Distracted,Snow,Snow,24.33,4.3,82.5,10.4,63948,11.85,8698,66.7,1,63.1,1.05,2.37,2.5,1,0.649,0
100312,FL,1877,2024-11-07,5,12615,3,0,Distracted,Wet,Rain,18.98,2.0,100.4,2.1,111311,8.66,9246,66.0,0,95.3,1.85,6.27,6.16,0,0.722,1
100313,CA,4813,2024-11-08,3,6794,2,0,Normal,Ice,Snow,24.19,7.5,62.9,29.0,104093,4.85,5544,75.2,0,54.1,3.41,3.01,4.99,0,0.863,1
100314,TX,2461,2024-11-09,4,23411,2,0,Distracted,Dry,Fog,10.99,3.9,19.9,4.9,104123,7.86,8586,63.9,0,71.5,5.44,9.68,9.89,0,0.475,0
100315,CA,2734,2024-11-10,3,6257,3,0,Normal,Dry,Clear,6.96,6.9,29.6,12.1,51535,3.09,2761,62.3,0,55.7,7.12,7.03,4.62,0,0.994,1
100316,CA,2606,2024-11-11,5,13095,2,0,Speeding,Wet,Rain,19.96,3.1,21.9,21.3,101490,11.66,7645,26.4,1,85.5,2.11,1.37,0.74,1,0.98,1
100317,FL,6623,2024-11-12,2,2469,2,0,Impaired,Ice,Fog,8.16,1.3,27.2,22.6,81562,3.75,6323,14.2,0,93.0,6.73,4.17,9.77,0,0.882,1
100318,CA,7768,2024-11-13,1,11485,1,0,Impaired,Snow,Rain,7.48,9.9,33.7,24.0,93535,8.48,6334,46.2,0,18.4,7.04,3.85,8.44,0,0.575,0
100319,CA,7987,2024-11-14,4,17775,4,0,Impaired,Wet,Rain,5.81,2.0,61.1,6.7,76269,4.45,9358,18.7,0,43.7,5.59,5.34,1.78,0,0.398,0
100320,FL,4518,2024-11-15,4,4970,4,0,Distracted,Ice,Clear,3.24,9.9,64.7,15.2,115674,9.18,8867,77.4,0,39.2,9.04,8.42,9.05,0,0.364,0
100321,CA,4736,2024-11-16,3,24059,1,1,Normal,Snow,Fog,6.41,9.8,46.9,24.7,77462,9.77,4044,30.3,0,40.5,1.11,5.83,3.41,0,0.012,0
100322,CA,9435,2024-11-17,4,10725,3,0,Normal,Wet,Snow,8.88,8.0,67.7,38.8,38127,8.73,1728,69.7,0,12.6,1.77,0.62,3.77,0,0.249,0
100323,CA,3591,2024-11-18,5,10056,0,0,Speeding,Ice,Rain,16.85,6.8,9.0,29.1,58147,8.14,8464,37.1,0,81.4,4.29,6.55,9.06,0,0.719,1
100324,TX,2064,2024-11-19,5,9706,0,0,Distracted,Dry,Rain,1.56,6.0,9.7,36.9,80528,10.92,793,32.6,0,3.6,1.27,0.08,5.3,0,0.604,0
100325,TX,5325,2024-11-20,3,10491,0,0,Speeding,Dry,Snow,5.26,8.7,18.9,30.5,112095,2.79,512,75.5,0,52.8,5.66,7.8,1.38,0,0.916,1
100326,TX,6343,2024-11-21,5,23696,1,0,Normal,Ice,Fog,20.23,3.2,57.0,23.7,103931,5.31,1618,35.4,1,66.2,3.98,6.67,3.69,1,0.05,0
100327,FL,1006,2024-11-22,2,8019,1,0,Normal,Dry,Rain,3.67,4.9,23.5,7.7,101381,4.48,1786,37.3,0,20.7,2.85,3.09,7.22,0,0.155,0
100328,IL,8490,2024-11-23,3,14169,2,0,Impaired,Ice,Rain,8.57,6.4,31.2,26.7,98749,11.88,7953,17.4,1,90.6,1.7,2.92,1.74,1,0.789,1
100329,CA,9660,2024-11-24,2,5112,0,0,Distracted,Snow,Rain,21.62,4.4,44.0,24.9,73672,5.89,7052,56.9,0,83.9,3.35,7.98,5.9,0,0.359,0
100330,CA,9196,2024-11-25,1,12873,3,0,Normal,Ice,Fog,3.87,4.6,89.3,24.1,48731,9.33,8906,30.2,1,47.1,6.08,7.83,6.95,1,0.118,0
100331,FL,6967,2024-11-26,2,18082,3,0,Impaired,Snow,Fog,2.07,3.6,1.5,19.6,89512,8.85,1406,51.0,0,41.1,5.76,3.52,3.44,0,0.996,1
100332,CA,9838,2024-11-27,1,16052,0,0,Distracted,Wet,Snow,12.11,5.9,71.4,21.1,86024,4.12,1064,51.4,0,23.7,1.64,2.99,6.94,0,0.787,1
100333,TX,1118,2024-11-28,1,15146,0,0,Speeding,Ice,Fog,7.56,8.6,73.6,13.4,38832,4.39,1104,60.3,1,73.0,1.25,5.6,8.84,1,0.409,0
100334,IL,3552,2024-11-29,2,5738,0,0,Distracted,Wet,Fog,14.09,2.4,87.9,20.8,67332,4.81,1814,62.2,0,13.2,0.27,0.08,4.72,0,0.823,1
100335,NY,6561,2024-11-30,3,16077,1,0,Distracted,Dry,Clear,20.1,9.4,102.6,7.9,47467,6.11,6059,46.0,0,68.0,0.12,0.83,3.83,0,0.681,0
100336,CA,5290,2024-12-01,5,22973,1,0,Normal,Snow,Snow,3.43,7.0,2.2,32.2,76025,4.34,4508,33.2,0,84.2,8.8,1.26,2.51,0,0.79,1
100337,TX,1847,2024-12-02,5,23141,1,0,Normal,Ice,Rain,14.52,8.3,16.9,7.4,48107,2.2,9654,68.6,0,22.8,0.45,1.85,6.04,0,0.815,1
100338,NY,7317,2024-12-03,1,16004,4,0,Distracted,Wet,Fog,12.64,5.8,97.5,3.4,112994,10.79,717,31.7,0,86.6,7.31,5.12,8.8,0,0.085,0
100339,IL,7470,2024-12-04,1,24589,3,0,Normal,Snow,Rain,3.6,7.9,50.4,17.4,78481,11.66,3420,45.5,0,3.3,8.72,9.92,3.25,0,0.623,0
100340,NY,9916,2024-12-05,3,4219,3,0,Normal,Snow,Rain,15.6,0.7,62.1,26.3,37581,5.42,6026,38.1,0,91.3,0.98,6.53,3.96,0,0.007,0
100341,TX,1225,2024-12-06,4,802,2,0,Normal,Dry,Clear,6.84,8.3,72.9,17.5,110118,5.39,1444,69.9,0,11.8,4.36,0.61,4.07,0,0.043,0
100342,NY,5209,2024-12-07,2,12644,1,0,Impaired,Dry,Fog,12.2,0.9,74.7,11.1,86638,2.07,8340,40.2,0,64.6,9.62,5.26,5.61,0,0.904,1
100343,FL,7284,2024-12-08,1,17870,4,0,Impaired,Snow,Snow,2.06,9.0,102.5,22.3,43418,8.8,4120,37.0,0,25.0,8.34,4.97,2.28,0,0.528,0
100344,NY,3049,2024-12-09,5,10555,4,0,Distracted,Snow,Fog,11.49,9.9,109.7,13.9,64113,10.25,7032,58.3,0,83.7,4.9,1.44,8.22,0,0.736,1
100345,CA,7234,2024-12-10,3,4940,3,0,Normal,Ice,Rain,7.66,3.3,79.2,37.3,119363,3.47,8663,52.2,1,51.2,7.63,9.2,2.96,1,0.839,1
100346,CA,2829,2024-12-11,2,21793,1,0,Impaired,Snow,Snow,20.56,2.5,31.6,36.9,98044,3.6,5649,17.5,0,13.5,8.33,4.41,7.05,0,0.95,1
100347,FL,2918,2024-12-12,3,3572,2,0,Distracted,Ice,Fog,1.42,7.8,96.8,20.1,114955,9.9,3700,45.6,0,57.1,3.48,9.95,5.13,0,0.869,1
100348,TX,5235,2024-12-13,2,14098,1,0,Normal,Snow,Rain,10.47,2.9,5.4,13.1,96030,8.16,9374,61.5,0,40.8,8.92,4.2,5.86,0,0.483,0
100349,CA,7989,2024-12-14,2,14787,0,1,Speeding,Dry,Rain,11.46,8.7,25.4,29.5,46814,2.45,9944,79.4,0,66.1,4.7,6.08,1.8,0,0.336,0
100350,IL,3027,2024-12-15,1,14465,1,0,Normal,Ice,Clear,18.13,1.5,98.7,1.5,45024,8.23,3670,54.0,0,88.2,5.28,1.05,7.35,0,0.154,0
100351,CA,4745,2024-12-16,3,20008,0,0,Normal,Wet,Clear,14.36,1.7,28.2,19.0,98288,5.09,3240,35.9,0,40.9,10.0,4.54,1.89,0,0.4,0
100352,CA,1010,2024-12-17,3,10019,0,0,Impaired,Dry,Clear,16.68,9.8,24.3,13.5,92836,5.69,8839,25.8,0,29.0,8.43,2.39,1.13,0,0.366,0
100353,TX,1261,2024-12-18,5,13880,2,0,Distracted,Ice,Rain,19.43,6.9,15.2,36.8,42435,9.7,441,71.1,0,1.5,3.62,8.36,5.47,0,0.56,0
100354,NY,7039,2024-12-19,5,12365,3,0,Distracted,Ice,Fog,21.56,8.5,94.5,0.5,102084,10.11,1125,67.0,0,57.5,0.1,7.84,7.09,0,0.666,0
100355,CA,3220,2024-12-20,1,8625,1,0,Impaired,Wet,Clear,7.85,3.6,55.0,22.1,105601,6.0,2700,26.4,0,40.2,6.26,8.24,0.5,0,0.978,1
100356,FL,8042,2024-12-21,1,3791,0,0,Normal,Ice,Fog,13.45,6.9,74.2,29.6,38407,11.47,2434,24.0,0,37.5,7.04,7.24,0.69,0,0.728,1
100357,NY,3061,2024-12-22,4,4533,1,0,Speeding,Snow,Clear,21.0,6.1,26.3,19.4,67940,6.06,859,60.1,0,18.3,6.51,8.33,8.03,0,0.644,0
100358,IL,6288,2024-12-23,5,5605,3,0,Normal,Wet,Snow,24.74,6.2,83.4,3.4,40666,9.72,8097,32.0,1,43.0,9.68,2.01,8.09,1,0.335,0
100359,TX,2620,2024-12-24,2,17587,3,0,Normal,Dry,Snow,22.24,7.0,83.6,38.9,72122,6.84,5551,31.4,0,98.4,8.63,4.52,2.45,0,0.035,0
100360,IL,9513,2024-12-25,3,8633,4,0,Speeding,Dry,Clear,9.29,6.0,34.4,20.7,60092,10.98,6945,20.7,0,29.8,4.49,6.92,6.15,0,0.288,0
100361,NY,2343,2024-12-26,1,17458,3,0,Impaired,Snow,Rain,4.88,4.6,45.2,24.6,110645,11.08,1209,28.5,0,60.0,0.63,6.37,4.43,0,0.768,1
100362,NY,3833,2024-12-27,3,6204,2,0,Distracted,Dry,Clear,12.23,3.1,23.1,9.5,61505,2.87,7624,39.9,0,77.6,4.76,7.16,6.33,0,0.205,0
100363,NY,3825,2024-12-28,3,8348,0,0,Impaired,Ice,Clear,18.54,7.8,107.4,19.3,71713,11.36,1581,61.3,0,74.9,6.89,2.24,8.63,0,0.712,1
100364,IL,2995,2024-12-29,4,22092,4,0,Impaired,Ice,Rain,12.31,2.6,71.0,17.2,89387,10.26,5531,33.5,0,32.9,6.08,0.98,0.8,0,0.58,0
100365,NY,4491,2024-12-30,5,13475,2,0,Normal,Snow,Snow,12.08,7.1,102.8,3.0,78169,9.91,7598,33.0,0,61.1,5.38,9.17,7.78,0,0.172,0
100366,IL,8985,2024-12-31,1,7424,1,0,Distracted,Dry,Fog,20.96,2.7,33.4,4.2,108282,4.01,5026,29.9,0,87.1,4.69,5.6,4.93,0,0.262,0
100367,NY,2605,2025-01-01,3,20712,0,0,Distracted,Dry,Clear,9.04,6.4,86.0,33.5,112511,10.05,5745,43.5,0,1.5,2.94,1.54,5.64,0,0.496,0
100368,FL,1236,2025-01-02,1,20114,3,0,Impaired,Snow,Rain,21.49,7.6,84.2,9.6,86742,10.5,8495,22.6,0,43.6,2.77,7.93,6.54,0,0.418,0
100369,NY,2909,2025-01-03,2,988,0,0,Speeding,Wet,Clear,10.17,2.6,76.1,7.8,75522,4.89,3598,44.0,0,22.4,5.0,9.15,9.23,0,0.779,1
100370,IL,9568,2025-01-04,4,7614,1,0,Impaired,Dry,Rain,8.21,1.1,106.2,20.2,116132,11.52,6213,59.3,0,38.9,1.61,1.7,0.57,0,0.734,1
100371,CA,4531,2025-01-05,2,16240,4,0,Speeding,Wet,Fog,11.35,1.7,43.3,30.7,38880,2.5,6721,12.1,0,41.6,3.41,8.17,0.29,0,0.575,0
100372,NY,6257,2025-01-06,1,3673,4,0,Distracted,Dry,Fog,19.06,6.3,14.4,2.5,78454,3.5,5314,10.7,0,74.7,3.24,9.33,1.78,0,0.822,1
100373,CA,3636,2025-01-07,1,2167,4,0,Impaired,Dry,Snow,3.15,8.6,73.9,23.1,90711,7.38,1281,15.3,0,9.4,5.87,9.38,9.86,0,0.563,0
100374,FL,9163,2025-01-08,5,4614,3,0,Normal,Dry,Rain,4.91,0.9,80.2,4.8,78539,7.76,2473,47.5,1,51.3,0.67,9.14,7.15,1,0.964,1
100375,TX,3561,2025-01-09,3,4053,2,0,Impaired,Dry,Rain,23.79,7.5,63.3,1.5,103321,8.45,8121,69.8,0,56.4,8.3,5.46,6.15,0,0.217,0
100376,FL,6416,2025-01-10,3,8261,2,0,Distracted,Ice,Snow,4.39,3.7,22.7,2.1,49799,2.17,4311,10.3,0,49.4,5.62,3.56,0.47,0,0.714,1
100377,NY,4392,2025-01-11,2,1500,0,0,Normal,Wet,Snow,14.19,5.0,55.5,33.4,95102,11.6,9815,75.6,0,73.2,6.71,0.07,8.79,0,0.37,0
100378,CA,6952,2025-01-12,4,16138,3,0,Normal,Wet,Rain,14.48,9.3,34.3,4.7,85726,2.45,2958,17.4,1,38.4,7.03,0.61,8.13,1,0.279,0
100379,CA,6469,2025-01-13,3,18272,4,0,Speeding,Dry,Snow,12.24,3.7,47.0,1.8,83784,3.43,4762,68.9,0,94.5,2.91,4.29,6.65,0,0.18,0
100380,IL,9008,2025-01-14,5,5950,4,0,Normal,Dry,Fog,16.12,4.9,71.0,17.5,78333,2.14,6805,43.8,0,48.2,4.7,3.99,3.39,0,0.553,0
100381,CA,7414,2025-01-15,2,4212,1,0,Normal,Wet,Clear,5.75,0.6,82.0,33.8,75828,7.67,9867,56.2,0,57.1,9.56,1.85,0.71,0,0.215,0
100382,IL,7942,2025-01-16,2,1867,1,0,Impaired,Ice,Fog,13.82,1.3,25.5,10.5,104526,11.32,3933,45.7,0,82.6,7.67,3.95,5.8,0,0.2,0
100383,TX,5821,2025-01-17,5,8689,4,0,Distracted,Snow,Snow,9.3,3.0,44.6,16.9,89362,8.66,3565,43.4,0,27.5,9.7,1.75,7.2,0,0.991,1
100384,NY,3899,2025-01-18,4,9513,4,0,Speeding,Snow,Rain,16.54,0.8,29.6,1.6,88997,10.23,3453,68.4,0,7.5,7.46,8.49,0.94,0,0.802,1
100385,IL,8547,2025-01-19,5,17338,3,0,Impaired,Wet,Rain,3.53,6.5,21.8,18.0,85341,2.13,4648,62.9,0,70.8,1.76,2.98,6.34,0,0.748,1
100386,TX,1078,2025-01-20,4,19656,2,0,Normal,Dry,Fog,14.27,4.6,86.2,23.1,54073,7.42,5058,43.8,0,48.3,0.65,5.99,2.86,0,0.794,1
100387,CA,8578,2025-01-21,5,4226,1,0,Normal,Dry,Rain,4.63,5.7,100.0,22.8,49549,6.6,6272,17.8,1,89.7,5.78,5.03,7.64,1,0.969,1
100388,CA,5228,2025-01-22,5,24116,2,0,Speeding,Ice,Snow,6.97,2.2,40.7,13.3,118795,6.99,4059,18.1,0,98.3,3.58,0.52,5.4,0,0.573,0
100389,TX,1601,2025-01-23,1,5306,3,0,Distracted,Snow,Fog,5.47,3.3,82.6,12.6,91920,2.72,2785,66.1,0,39.9,2.75,9.42,1.29,0,0.22,0
100390,CA,2066,2025-01-24,2,2690,4,0,Speeding,Ice,Rain,4.57,6.8,98.7,4.3,110515,8.84,4541,47.1,0,41.5,8.07,5.27,5.27,0,0.862,1
100391,TX,3137,2025-01-25,5,9608,2,0,Impaired,Snow,Clear,20.64,9.7,93.1,14.7,55316,7.03,8643,43.7,0,40.8,3.67,3.25,3.96,0,0.743,1
100392,IL,7944,2025-01-26,5,12678,4,0,Speeding,Wet,Clear,7.14,1.0,20.1,4.0,61183,9.65,1024,57.6,0,32.5,3.17,1.58,1.8,0,0.414,0
100393,IL,8805,2025-01-27,3,3375,4,0,Normal,Snow,Snow,23.18,9.0,105.2,30.7,59624,6.85,273,70.1,0,78.2,8.5,3.39,8.42,0,0.474,0
100394,TX,7566,2025-01-28,2,6092,0,0,Impaired,Ice,Rain,24.25,6.0,41.4,38.7,97515,3.49,4663,54.0,0,75.9,8.46,0.21,0.11,0,0.411,0
100395,IL,6985,2025-01-29,3,18324,2,0,Normal,Ice,Snow,14.28,5.9,37.3,38.8,81705,8.48,6827,63.4,0,47.9,3.56,3.64,3.12,0,0.93,1
100396,IL,6143,2025-01-30,2,13092,2,0,Distracted,Ice,Fog,3.58,5.3,6.9,34.6,61756,3.72,8477,63.6,0,4.5,8.32,5.31,0.13,0,0.344,0
100397,IL,5671,2025-01-31,3,9427,4,0,Normal,Wet,Clear,9.36,1.2,53.5,24.0,95390,10.72,4261,34.9,0,31.0,8.51,8.72,0.96,0,0.963,1
100398,FL,3191,2025-02-01,5,22943,3,0,Normal,Snow,Fog,19.94,1.4,12.0,28.0,103369,8.13,275,29.2,0,29.2,4.24,6.87,2.97,0,0.91,1
100399,NY,3713,2025-02-02,5,14937,0,0,Speeding,Snow,Rain,9.18,6.2,27.3,11.4,105821,3.57,8233,66.1,0,81.1,0.66,1.12,0.54,0,0.631,0
100400,CA,3193,2025-02-03,1,12030,4,0,Normal,Ice,Snow,2.18,3.7,34.9,25.2,44589,11.62,4327,36.4,0,8.8,0.02,1.48,5.97,0,0.58,0
100401,FL,2249,2025-02-04,3,7510,1,0,Impaired,Snow,Snow,13.92,9.2,89.0,18.2,49116,7.18,1391,73.2,0,80.6,5.23,4.28,0.87,0,0.37,0
100402,IL,5034,2025-02-05,4,11707,1,0,Impaired,Dry,Snow,21.13,4.4,96.3,19.3,108181,2.73,4086,14.9,0,66.9,3.44,1.96,7.02,0,0.018,0
100403,TX,2998,2025-02-06,1,24001,0,0,Distracted,Dry,Fog,19.9,1.9,33.3,30.3,79786,8.27,8451,14.1,0,73.2,9.97,0.28,0.53,0,0.128,0
100404,IL,4688,2025-02-07,3,3489,3,0,Impaired,Dry,Clear,4.38,7.3,94.5,11.3,111425,4.53,3777,74.9,0,43.2,7.72,8.05,0.59,0,0.754,1
100405,NY,5019,2025-02-08,3,12540,4,0,Speeding,Snow,Fog,16.82,3.3,94.3,12.7,65286,10.04,3978,55.4,0,68.0,7.61,0.2,3.05,0,0.472,0
100406,IL,2971,2025-02-09,1,9718,2,0,Distracted,Wet,Fog,5.51,5.5,84.1,37.0,50994,10.18,2853,36.6,0,60.9,9.55,8.31,8.97,0,0.15,0
100407,TX,9390,2025-02-10,5,23112,0,0,Impaired,Wet,Rain,5.46,7.1,16.1,2.2,61639,11.79,9351,62.9,1,76.9,8.88,1.44,6.41,1,0.264,0
100408,NY,6766,2025-02-11,3,6971,3,0,Speeding,Wet,Rain,21.85,9.1,75.9,19.4,52205,7.02,6608,57.1,0,44.7,3.18,9.75,7.7,0,0.948,1
100409,IL,2203,2025-02-12,5,3363,2,0,Impaired,Wet,Rain,6.24,8.0,104.0,36.5,91677,6.55,443,47.2,0,47.3,1.66,6.04,1.42,0,0.367,0
100410,NY,9136,2025-02-13,1,11193,1,0,Impaired,Dry,Clear,6.58,6.9,75.1,24.4,67930,9.53,6889,16.9,0,64.4,7.46,7.35,8.34,0,0.908,1
100411,CA,6568,2025-02-14,5,1677,1,0,Normal,Dry,Clear,0.02,7.0,36.5,21.9,108313,3.32,9085,66.9,0,10.8,3.78,1.1,0.08,0,0.305,0
100412,CA,8668,2025-02-15,2,5260,2,0,Impaired,Ice,Rain,21.77,9.5,55.1,10.0,53316,7.47,9766,70.6,0,43.6,4.73,8.62,2.13,0,0.543,0
100413,IL,6743,2025-02-16,4,511,0,0,Impaired,Snow,Rain,19.81,3.3,71.0,13.7,62304,7.46,8845,22.1,0,97.2,6.3,8.39,6.16,0,0.02,0
100414,NY,6789,2025-02-17,3,22136,1,0,Speeding,Snow,Clear,15.68,0.5,56.2,34.1,48403,2.89,631,69.5,0,3.8,9.08,6.53,3.75,0,0.522,0
100415,TX,6409,2025-02-18,4,16853,4,0,Speeding,Wet,Snow,18.76,3.1,13.2,22.4,115052,6.18,182,71.4,0,31.6,4.19,5.02,9.84,0,0.637,0
100416,IL,9670,2025-02-19,5,21283,2,0,Normal,Dry,Clear,3.8,2.6,34.3,20.6,119627,10.53,2888,48.5,0,31.4,7.83,7.21,0.3,0,0.234,0
100417,CA,1923,2025-02-20,3,12056,2,0,Impaired,Wet,Clear,11.46,6.8,88.3,4.0,108495,10.56,3435,55.9,0,63.3,2.68,0.06,9.99,0,0.579,0
100418,CA,1420,2025-02-21,5,12063,1,0,Normal,Ice,Clear,8.78,6.5,94.8,0.6,66932,2.99,3820,36.8,0,10.6,6.98,5.92,6.24,0,0.647,0
100419,IL,3205,2025-02-22,2,14551,0,0,Impaired,Snow,Rain,2.34,6.1,15.1,38.5,71701,2.91,2318,29.7,0,62.9,0.02,8.47,5.59,0,0.687,0
100420,NY,2121,2025-02-23,1,11522,4,0,Distracted,Snow,Snow,12.15,0.7,104.8,15.1,38385,4.63,1025,60.5,1,9.5,8.72,3.57,0.6,1,0.776,1
100421,CA,1951,2025-02-24,3,8734,0,0,Distracted,Wet,Clear,23.02,7.4,36.2,24.1,92241,10.75,7655,70.3,0,9.5,0.3,1.08,2.73,0,0.311,0
100422,NY,3337,2025-02-25,2,22329,3,0,Normal,Ice,Rain,1.0,3.6,72.9,3.2,45367,3.29,7263,55.8,0,72.8,7.13,4.21,9.25,0,0.568,0
100423,CA,6374,2025-02-26,2,16673,3,0,Normal,Snow,Fog,7.29,6.8,82.7,27.3,100030,9.2,9785,45.8,0,32.4,0.46,7.27,3.54,0,0.982,1
100424,CA,3244,2025-02-27,3,13678,1,0,Normal,Ice,Fog,5.19,5.8,89.3,37.3,81505,3.01,2885,21.1,0,97.7,2.66,1.07,6.62,0,0.898,1
100425,FL,3646,2025-02-28,5,7070,1,0,Speeding,Ice,Clear,5.95,3.8,104.0,23.0,68332,8.23,2788,13.7,1,3.7,4.97,2.06,9.99,1,0.953,1
100426,CA,5613,2025-03-01,2,906,1,0,Speeding,Wet,Fog,22.71,1.8,34.4,5.0,111325,5.56,9599,41.2,1,44.5,4.2,1.48,2.63,1,0.386,0
100427,TX,2866,2025-03-02,4,9706,3,0,Speeding,Dry,Snow,11.7,1.4,94.4,23.3,70268,9.89,4184,13.5,0,11.3,1.92,7.97,5.76,0,0.787,1
100428,IL,7029,2025-03-03,2,4931,0,0,Normal,Wet,Fog,11.66,8.4,14.5,30.7,60563,4.34,9558,49.9,1,35.1,3.34,0.63,6.96,1,0.62,0
100429,IL,8327,2025-03-04,5,22127,0,0,Impaired,Dry,Fog,19.01,9.2,77.6,16.3,71404,8.39,6883,36.8,0,99.8,7.28,6.87,1.65,0,0.083,0
100430,NY,7372,2025-03-05,5,7042,1,0,Distracted,Ice,Snow,3.86,6.7,81.6,35.2,90182,4.36,8403,63.0,0,88.9,6.69,3.66,1.49,0,0.824,1
100431,CA,7360,2025-03-06,4,23820,4,0,Normal,Dry,Clear,12.18,1.5,74.5,25.9,67991,9.14,1959,31.4,1,4.8,0.72,7.56,4.56,1,0.677,0
100432,TX,8864,2025-03-07,2,9406,0,0,Speeding,Ice,Clear,10.75,4.3,27.8,36.0,82663,10.74,9369,51.5,0,56.3,7.47,9.64,3.86,0,0.199,0
100433,NY,4229,2025-03-08,5,4646,3,0,Speeding,Snow,Snow,14.92,7.4,96.0,24.9,100886,3.27,9900,47.6,0,64.8,0.53,1.15,7.14,0,0.08,0
100434,FL,4720,2025-03-09,3,12546,2,0,Normal,Snow,Snow,24.99,7.9,18.6,5.3,118848,10.67,2013,10.3,0,21.0,5.43,3.14,0.7,0,0.837,1
100435,NY,3372,2025-03-10,1,13111,2,0,Normal,Snow,Snow,19.24,1.6,5.9,12.4,59127,7.94,5203,15.1,1,14.5,2.6,8.1,9.72,1,0.079,0
100436,NY,3892,2025-03-11,1,13576,2,0,Speeding,Wet,Fog,9.95,0.5,78.9,8.1,92692,3.27,1016,30.3,0,90.4,5.88,2.66,0.14,0,0.091,0
100437,CA,4757,2025-03-12,1,17024,4,0,Impaired,Wet,Snow,20.69,7.3,52.3,36.4,72500,6.28,939,71.8,1,96.9,2.61,2.15,6.01,1,0.427,0
100438,FL,5226,2025-03-13,2,5382,1,0,Speeding,Ice,Rain,4.27,3.9,93.4,30.4,68785,3.61,3111,20.3,0,99.2,9.85,8.25,5.63,0,0.135,0
100439,NY,1095,2025-03-14,4,14613,3,0,Speeding,Snow,Fog,0.76,2.9,42.2,27.1,119146,9.0,6511,59.8,0,79.0,3.1,9.87,1.35,0,0.914,1
