crash_id,state,county_fips,crash_date,crash_severity,vehicle_damage,injury_count,fatality_count,driver_behavior,road_condition,weather_condition,precipitation,visibility,temperature,wind_speed,median_income,unemployment_rate,population_density,educational_attainment,claim_fraud_flag
100397,TX,7820,2025-01-31,5,13465,4,0,Impaired,Wet,Clear,2.71,8.7,39.5,30.9,119118,9.34,1438,22.5,0
100398,NY,2229,2025-02-01,3,6519,3,0,Impaired,Ice,Rain,1.4,6.4,44.5,10.0,43757,11.82,7735,19.2,0
100399,IL,6875,2025-02-02,2,11627,0,0,Normal,Ice,Rain,8.79,5.6,54.5,15.2,116950,5.2,2770,35.7,0
100400,CA,4825,2025-02-03,3,3912,1,0,Speeding,Wet,Snow,0.94,6.4,77.2,11.5,56135,8.51,8302,21.1,1
100401,TX,7664,2025-02-04,3,9066,0,0,Impaired,Dry,Fog,14.58,0.5,92.5,21.6,53144,7.96,5808,31.5,0
100402,IL,2940,2025-02-05,4,10420,1,0,Distracted,Snow,Rain,16.81,10.0,6.5,38.0,36696,10.65,8064,58.2,1
100403,TX,2092,2025-02-06,4,20084,1,0,Normal,Snow,Rain,11.51,1.5,49.8,15.4,92940,9.02,6712,68.7,0
100404,NY,2618,2025-02-07,5,6696,0,0,Speeding,Snow,Fog,18.53,4.2,47.0,1.8,90839,10.6,343,31.3,0
100405,FL,1310,2025-02-08,4,21922,2,0,Speeding,Snow,Clear,12.53,3.0,46.6,27.3,109658,5.71,7898,34.7,0
100406,IL,9184,2025-02-09,4,16855,0,0,Impaired,Ice,Snow,17.56,5.8,62.0,19.8,65204,7.76,1472,61.1,0
100407,NY,4797,2025-02-10,5,12232,1,0,Speeding,Ice,Fog,5.77,5.6,103.4,11.9,104569,3.38,9943,64.4,0
100408,FL,3431,2025-02-11,3,4138,0,0,Normal,Ice,Snow,18.62,3.5,36.3,16.6,118362,5.19,9473,22.4,1
100409,IL,4047,2025-02-12,4,8307,2,0,Impaired,Snow,Fog,12.54,9.7,104.4,34.5,72066,7.09,5224,38.1,0
100410,FL,3551,2025-02-13,3,19095,0,0,Speeding,Snow,Clear,17.63,7.5,27.0,32.8,73376,3.01,9854,10.2,0
100411,IL,5810,2025-02-14,1,2370,2,0,Distracted,Dry,Fog,11.17,8.9,60.3,6.8,51380,11.4,797,38.0,0
100412,TX,4863,2025-02-15,4,16038,2,0,Impaired,Dry,Clear,12.65,4.6,78.5,27.4,63402,6.43,6908,72.5,1
100413,TX,3829,2025-02-16,2,6750,0,0,Normal,Snow,Snow,1.04,6.0,96.9,39.9,37696,2.53,6633,14.0,0
100414,IL,5491,2025-02-17,4,17626,2,0,Speeding,Dry,Clear,12.23,4.1,86.0,31.4,63817,7.17,9377,37.3,0
100415,FL,6034,2025-02-18,2,693,0,0,Normal,Wet,Rain,3.56,3.0,106.2,29.0,38696,7.05,1775,28.6,0
100416,FL,2048,2025-02-19,5,13556,1,0,Impaired,Snow,Fog,3.56,5.3,60.6,12.4,35894,10.49,4252,12.6,0
100417,IL,7959,2025-02-20,4,13588,0,0,Normal,Ice,Rain,10.83,1.9,99.6,6.4,42755,10.65,7170,38.0,0
100418,FL,6572,2025-02-21,5,9600,2,0,Speeding,Dry,Snow,14.41,2.1,72.0,34.6,48628,2.92,8204,26.6,0
100419,NY,5011,2025-02-22,5,19036,0,0,Speeding,Snow,Rain,8.58,5.1,18.6,24.4,44447,6.96,3337,68.2,1
100420,TX,8174,2025-02-23,1,20814,0,0,Speeding,Snow,Snow,4.01,0.1,3.4,15.6,115024,5.49,7739,55.1,0
100421,TX,1002,2025-02-24,4,19775,0,0,Speeding,Dry,Rain,18.54,4.5,83.7,30.2,43921,7.53,4870,43.4,0
100422,IL,3371,2025-02-25,4,23897,4,0,Impaired,Snow,Fog,24.08,10.0,74.5,28.7,58161,11.51,6130,59.6,0
100423,NY,7493,2025-02-26,1,15462,0,0,Distracted,Dry,Clear,18.34,8.2,31.7,25.9,56365,8.58,3172,17.0,0
100424,IL,4460,2025-02-27,2,4779,4,0,Speeding,Ice,Rain,1.93,0.8,11.7,8.3,51363,3.03,8662,63.0,0
100425,NY,2180,2025-02-28,4,18489,3,0,Normal,Wet,Rain,21.02,6.6,75.8,35.4,75271,9.19,732,30.9,0
100426,NY,7179,2025-03-01,5,13515,3,0,Normal,Ice,Fog,1.69,2.3,82.4,28.8,110316,3.65,8241,45.2,1
100427,IL,7502,2025-03-02,5,17398,0,0,Speeding,Ice,Rain,10.91,1.2,61.4,12.1,54293,8.68,4981,16.6,1
100428,TX,6325,2025-03-03,1,17644,0,0,Impaired,Ice,Fog,23.22,3.5,73.2,2.5,101229,10.86,1165,67.0,0
100429,NY,5713,2025-03-04,3,22603,3,0,Distracted,Dry,Rain,6.58,6.8,44.4,36.5,68633,8.47,3055,45.7,0
100430,CA,2243,2025-03-05,4,2663,4,0,Speeding,Wet,Clear,3.2,5.5,95.3,31.8,109293,6.61,2800,40.9,1
100431,IL,1848,2025-03-06,4,16801,1,0,Speeding,Snow,Clear,19.06,0.4,58.6,19.9,90295,11.67,9551,19.4,0
100432,IL,7975,2025-03-07,5,1282,0,0,Distracted,Dry,Snow,23.22,8.6,98.4,16.6,88275,10.03,6509,54.4,0
100433,NY,3759,2025-03-08,3,14145,3,0,Normal,Wet,Snow,8.14,4.8,81.4,24.6,119450,7.61,5335,34.7,0
100434,FL,3310,2025-03-09,1,4585,3,0,Impaired,Snow,Fog,5.81,8.6,57.5,15.9,114918,3.98,7560,57.8,1
100435,FL,5885,2025-03-10,4,22756,3,0,Speeding,Wet,Fog,4.56,1.9,79.2,1.6,97647,3.44,5456,63.4,0
100436,FL,8218,2025-03-11,3,4042,3,0,Impaired,Ice,Rain,24.08,0.8,97.5,12.1,67709,3.86,5853,10.5,0
100437,FL,5105,2025-03-12,5,4884,1,0,Normal,Wet,Rain,14.42,5.2,21.4,9.9,104082,7.16,8994,28.1,0
100438,FL,8785,2025-03-13,3,19388,0,0,Impaired,Snow,Fog,21.5,4.5,47.3,38.9,118829,10.87,1222,57.5,0
100439,TX,1860,2025-03-14,1,23781,4,0,Distracted,Ice,Rain,7.71,0.1,94.5,30.7,110279,4.58,7429,33.5,0
100440,FL,5693,2025-03-15,1,8391,3,0,Speeding,Dry,Fog,1.41,0.4,3.4,16.1,99604,6.38,2158,62.5,0
100441,CA,4567,2025-03-16,1,5256,4,0,Normal,Wet,Clear,11.35,0.9,14.6,29.5,45120,8.69,9208,49.0,1
100442,FL,3503,2025-03-17,5,11451,0,0,Impaired,Ice,Rain,5.18,0.4,44.6,12.1,37283,4.47,1894,70.1,0
100443,NY,4559,2025-03-18,4,6799,0,0,Speeding,Dry,Rain,12.97,1.8,12.4,21.1,61456,9.95,2221,49.9,0
100444,TX,5129,2025-03-19,5,8345,0,0,Speeding,Dry,Snow,13.45,5.8,79.9,8.3,115079,8.24,7312,72.3,0
100445,TX,7119,2025-03-20,5,23763,2,0,Distracted,Wet,Rain,7.36,4.8,107.2,10.2,110845,6.96,9881,25.9,0
100446,CA,8613,2025-03-21,2,20313,1,0,Speeding,Snow,Snow,7.69,9.8,53.8,17.4,72493,4.09,5814,65.6,0
100447,CA,8165,2025-03-22,5,13060,3,0,Impaired,Ice,Snow,0.6,0.7,105.6,3.3,91630,9.19,1413,12.4,1
100448,NY,5923,2025-03-23,5,22826,2,0,Speeding,Dry,Snow,10.51,8.7,14.9,34.1,89948,9.09,8304,15.4,0
100449,NY,1868,2025-03-24,3,5332,0,0,Normal,Snow,Fog,8.09,5.8,77.0,36.7,104588,11.38,5800,37.7,1
100450,NY,4629,2025-03-25,5,8937,0,0,Normal,Dry,Clear,15.49,8.8,64.1,8.5,79168,9.29,9954,23.0,0
100451,CA,5745,2025-03-26,1,10173,3,0,Impaired,Wet,Fog,21.49,0.6,87.1,18.9,85840,11.39,3332,76.1,1
100452,NY,9152,2025-03-27,4,12386,1,0,Speeding,Snow,Snow,12.32,1.0,59.1,33.7,112646,4.8,1716,64.6,0
100453,NY,9238,2025-03-28,1,3570,3,0,Normal,Wet,Rain,2.07,8.6,107.8,11.5,117313,6.07,1573,62.1,0
100454,NY,1633,2025-03-29,5,10714,2,0,Normal,Ice,Rain,23.34,5.7,48.4,24.4,75656,9.85,6798,44.4,0
100455,CA,5666,2025-03-30,4,15085,1,0,Impaired,Wet,Rain,20.21,5.6,104.5,17.7,98884,8.27,8750,44.3,0
100456,NY,7165,2025-03-31,1,20178,2,0,Speeding,Dry,Fog,9.14,0.1,101.0,15.9,60453,7.5,5457,50.7,0
100457,TX,2280,2025-04-01,4,17761,0,0,Distracted,Dry,Snow,8.27,6.4,46.6,31.6,44501,8.03,7020,51.8,0
100458,IL,6973,2025-04-02,4,678,4,0,Impaired,Wet,Clear,23.45,8.5,45.2,18.6,56570,5.74,2784,72.9,0
100459,TX,7171,2025-04-03,1,9206,0,0,Speeding,Wet,Snow,9.37,10.0,2.2,18.6,69712,11.09,1462,18.5,0
100460,FL,5842,2025-04-04,3,7245,3,0,Speeding,Snow,Rain,15.9,4.3,49.3,39.7,48501,7.2,2612,45.7,0
100461,IL,8573,2025-04-05,2,8212,2,0,Normal,Ice,Snow,24.63,3.1,21.9,38.5,108173,3.85,3688,79.7,0
100462,IL,8407,2025-04-06,5,14203,4,0,Speeding,Snow,Rain,0.92,4.0,37.0,9.4,37992,3.94,5034,43.7,0
100463,FL,8570,2025-04-07,2,13005,0,0,Distracted,Ice,Fog,7.87,2.3,31.1,9.1,90582,4.28,4936,68.6,0
100464,TX,6827,2025-04-08,4,24905,1,0,Impaired,Wet,Snow,5.78,2.3,73.7,26.5,102987,5.75,1967,52.3,0
100465,NY,2119,2025-04-09,2,1688,3,0,Speeding,Wet,Clear,23.06,4.3,48.4,16.5,113849,9.62,133,56.5,0
100466,FL,1029,2025-04-10,3,3638,0,0,Speeding,Dry,Snow,13.78,6.8,66.0,28.8,103311,9.92,2769,29.1,0
100467,IL,6560,2025-04-11,1,23277,4,0,Impaired,Wet,Fog,1.34,6.6,92.8,29.3,40712,7.23,5808,68.2,0
100468,TX,1247,2025-04-12,2,18237,2,0,Normal,Ice,Fog,18.88,7.7,91.6,31.3,88841,4.36,1462,27.1,0
100469,IL,8946,2025-04-13,4,1023,3,0,Impaired,Wet,Rain,17.1,2.2,64.4,10.5,115114,5.45,7901,57.1,0
100470,FL,7728,2025-04-14,2,7063,2,0,Distracted,Wet,Snow,16.55,7.3,48.5,39.9,81467,5.03,3153,16.2,1
100471,NY,9786,2025-04-15,2,10142,3,0,Normal,Snow,Fog,23.89,8.0,44.0,19.7,99842,4.12,1695,11.3,0
100472,IL,4799,2025-04-16,5,17819,3,0,Impaired,Dry,Rain,21.87,5.6,7.8,3.4,55333,9.49,7696,43.1,0
100473,FL,3184,2025-04-17,3,2088,4,0,Speeding,Ice,Clear,18.83,4.7,51.4,4.5,87119,8.1,9218,75.7,0
100474,IL,2341,2025-04-18,1,8295,2,0,Distracted,Wet,Fog,5.57,1.6,44.3,22.5,116929,4.57,4565,32.8,0
100475,CA,6410,2025-04-19,3,21192,0,0,Normal,Ice,Rain,3.45,0.5,22.2,20.4,42506,7.41,1245,32.6,0
100476,NY,1131,2025-04-20,5,1469,3,0,Speeding,Dry,Snow,5.52,4.6,88.3,37.4,81728,5.8,1312,13.6,0
100477,IL,5407,2025-04-21,2,16569,2,0,Impaired,Dry,Snow,5.14,6.5,76.8,36.0,52863,7.75,114,57.3,1
100478,NY,6060,2025-04-22,1,13234,1,0,Distracted,Dry,Snow,14.2,2.1,107.3,18.6,77025,7.96,4627,60.5,0
100479,TX,8448,2025-04-23,4,7757,4,0,Impaired,Wet,Fog,16.58,4.0,42.4,8.3,56207,9.69,6865,73.3,0
100480,NY,9313,2025-04-24,2,19844,0,0,Speeding,Dry,Rain,13.19,5.0,45.9,22.6,98022,11.23,4334,40.6,0
100481,TX,8656,2025-04-25,1,11664,3,0,Normal,Snow,Clear,1.41,9.5,57.2,12.3,77826,3.62,2855,17.7,1
100482,IL,4235,2025-04-26,3,2465,3,0,Speeding,Wet,Clear,9.08,8.8,38.9,26.0,87421,10.45,7242,12.6,0
100483,NY,5596,2025-04-27,4,2886,3,0,Speeding,Snow,Clear,24.19,8.7,60.0,20.6,49433,9.32,5706,71.7,0
100484,TX,9848,2025-04-28,4,3525,4,0,Speeding,Dry,Snow,17.39,10.0,97.9,33.7,80281,11.66,3129,55.7,0
100485,NY,9407,2025-04-29,3,7144,3,0,Distracted,Snow,Fog,9.24,7.7,80.4,5.3,93175,3.17,9715,74.1,1
100486,CA,4311,2025-04-30,3,17008,0,0,Normal,Dry,Clear,16.79,2.0,22.7,10.0,81193,7.69,5120,71.6,0
100487,IL,1474,2025-05-01,2,9656,3,0,Speeding,Ice,Rain,6.63,8.4,88.0,23.9,72455,9.95,3180,42.9,0
100488,IL,2209,2025-05-02,5,4151,0,0,Impaired,Snow,Clear,1.94,1.7,87.5,25.0,115102,6.18,2750,56.9,0
100489,FL,6400,2025-05-03,2,4701,1,0,Speeding,Ice,Rain,13.2,8.9,87.9,16.5,90758,3.9,4052,62.2,0
100490,FL,2841,2025-05-04,5,17223,0,0,Normal,Dry,Snow,7.24,3.4,34.8,36.0,65511,5.46,1921,39.6,0
100491,IL,8476,2025-05-05,1,8121,0,0,Impaired,Wet,Fog,12.04,2.9,67.4,32.4,41492,9.07,4307,20.8,0
100492,FL,8363,2025-05-06,4,5530,1,0,Impaired,Ice,Clear,22.55,6.1,71.8,21.6,62581,4.17,7401,29.9,1
100493,CA,8241,2025-05-07,3,8894,4,0,Impaired,Snow,Clear,16.29,0.6,13.2,16.2,60356,3.63,6937,48.4,1
100494,FL,7548,2025-05-08,5,13107,3,0,Distracted,Dry,Rain,18.08,9.1,101.1,15.9,117083,9.22,4210,27.9,0
100495,NY,7110,2025-05-09,4,14652,4,0,Speeding,Ice,Rain,2.56,3.8,40.5,4.6,110682,9.98,6357,72.4,0
100496,CA,7156,2025-05-10,1,10496,4,0,Distracted,Snow,Clear,11.99,7.9,75.7,37.5,55195,11.19,2238,50.7,0
100497,NY,7387,2025-05-11,2,21341,4,0,Speeding,Dry,Rain,10.11,7.1,102.1,9.4,62642,4.3,2242,60.3,0
100498,NY,8019,2025-05-12,4,6550,0,0,Impaired,Wet,Fog,16.17,7.0,74.2,6.1,57507,6.69,5858,70.3,0
100499,TX,5969,2025-05-13,4,6343,0,0,Impaired,Snow,Rain,7.19,5.3,103.2,20.4,56246,8.93,852,72.8,0
100500,IL,6807,2025-05-14,4,8407,1,0,Speeding,Ice,Clear,9.58,4.7,76.9,18.2,85530,6.31,7391,77.0,0
